63,92,24
98,73,61
14,65,27
52,93,83
44,72,95
16,43,2
45,90,85
1,47,41
83,87,89
6,89,50
85,17,28
25,53,26
59,69,45
33,67,63
100,88,48
71,41,69
69,78,95
5,17,40
9,82,36
93,21,13
72,98,30
33,71,80
69,71,36
56,30,59
18,60,45
29,25,70
77,43,64
86,27,33
54,84,93
76,77,41
30,43,35
98,5,95
89,23,18
71,44,87
82,58,46
48,64,23
23,51,16
52,61,57
76,97,46
79,94,46
40,95,50
41,57,61
16,7,17
93,52,25
25,22,45
58,6,60
90,96,78
96,91,74
15,98,81
55,24,69
8,11,86
76,61,55
49,51,21
90,90,72
64,55,56
14,68,18
62,78,35
53,72,22
57,77,83
53,56,64
8,56,29
68,8,19
90,93,4
7,80,75
51,16,75
1,70,25
54,55,94
61,15,84
70,13,25
13,43,32
35,20,92
5,56,20
89,93,39
9,52,16
38,31,98
71,16,37
77,23,15
75,12,18
88,100,63
10,91,82
63,62,23
31,30,82
42,35,7
84,70,5
28,88,18
73,53,80
86,54,47
40,49,58
53,60,51
37,32,19
52,64,82
49,11,80
100,34,72
4,57,1
82,70,39
1,57,20
11,8,64
22,46,27
12,54,37
39,25,74
17,4,33
77,16,13
47,66,95
57,19,47
48,22,16
74,80,14
13,80,45
6,80,71
32,53,75
8,98,53
95,2,55
45,89,75
70,5,38
51,9,64
7,99,63
9,58,32
50,71,6
68,46,24
1,18,49
63,98,51
20,38,51
92,86,88
45,87,23
83,84,64
48,6,89
68,73,1
24,38,75
89,58,99
67,20,95
100,95,96
10,94,43
72,84,42
1,8,4
20,22,47
91,32,73
57,22,84
99,75,36
69,28,7
13,30,72
20,9,47
19,42,22
95,62,97
35,72,76
96,43,75
14,72,79
29,17,9
43,10,17
56,21,61
45,81,56
95,69,22
87,91,32
54,4,27
24,100,55
98,72,8
89,43,59
64,38,73
42,87,9
46,80,17
92,25,76
11,29,52
31,15,37
81,71,82
50,8,97
26,19,8
90,10,40
93,15,74
71,65,89
43,32,14
2,48,44
37,34,97
96,56,49
